cat,word/character,pronunciation,definition,code,alt
807,婚,hūn,(=结婚 jíehūn) marry,s,
807,婚,hūn,(=结婚 jíehūn) marry,t,
808,康,kāng,健康 jiànkāng health,s,
808,康,kāng,健康 jiànkāng health,t,
809,评,píng,"criticize, comment, review",s,
809,評,píng,"criticize, comment, review",t,
810,追,zhuī,pursue,s,
810,追,zhuī,pursue,t,
811,哈,hā,"exhale, sip, aha!, <the sound of laughter, etc.>",s,
811,哈,hā,"exhale, sip, aha!, <the sound of laughter, etc.>",t,
811,哈,hǎ,<family name>,s,
811,哈,hǎ,<family name>,t,
812,络,luò,"net, twine",s,
812,絡,luò,"net, twine",t,
813,店,diàn,"(=商店 shāngdiàn) store, shop",s,
813,店,diàn,"(=商店 shāngdiàn) store, shop",t,
814,翻,fān,turn over,s,
814,翻,fān,turn over,t,
815,环,huán,ring,s,
815,環,huán,ring,t,
816,礼,lǐ,ceremony,s,
816,禮,lǐ,ceremony,t,
817,跑,pǎo,run,s,
817,跑,pǎo,run,t,
817,跑,páo,paw the earth,s,
817,跑,páo,paw the earth,t,
818,超,chāo,"(=超过 chāoguò) go past, exceed, (=超级 chāojí) super",s,
818,超,chāo,"(=超过 chāoguò) go past, exceed, (=超级 chāojí) super",t,
819,葉,yè,leaf (of a plant,t,
819,叶,yè,(F 葉) leaf (of a plant),s,
819,叶,yè,(F 葉) leaf (of a plant),t,
819,叶,xié,harmonize,s,
819,叶,xié,harmonize,t,
820,压,yā,"press, pressure",s,
820,壓,yā,"press, pressure",t,
821,占,zhān,fortune telling,s,
821,占,zhān,fortune telling,t,
821,占,zhàn,occupy,s,
821,占,zhàn,occupy,t,
822,均,jūn,even,s,
822,均,jūn,even,t,
823,永,yǒng,"(=永远 yǒngyuǎn) always, forever, eternal{Compare with 水 shuǐ water}",s,
823,永,yǒng,"(=永远 yǒngyuǎn) always, forever, eternal{Compare with 水 shuǐ water}",t,
824,烈,liè,(=强烈 qiángliè) intense,s,
824,烈,liè,(=强烈 qiángliè) intense,t,
825,奖,jiǎng,"prize, award",s,
825,獎,jiǎng,"prize, award",t,
826,婆,pó,old lady,s,
826,婆,pó,old lady,t,
827,赶,gǎn,catch up,s,
827,趕,gǎn,catch up,t,
828,富,fù,(=富有 fùyǒu) rich,s,
828,富,fù,(=富有 fùyǒu) rich,t,
829,兰,lán,兰花 lánhuā orchid,s,
829,蘭,lán,兰花 lánhuā orchid,t,
830,录,lù,record,s,
830,錄,lù,record,t,
831,画,huà,"draw, picture",s,
831,畫,huà,"draw, picture",t,
832,遇,yù,meet,s,
832,遇,yù,meet,t,
833,顿,dùn,"to pause, meal",s,
833,頓,dùn,"to pause, meal",t,
834,艺,yì,"skill, (=艺术 yìshù) art",s,
834,藝,yì,"skill, (=艺术 yìshù) art",t,
835,普,pǔ,普通 pǔtōng common,s,
835,普,pǔ,普通 pǔtōng common,t,
836,判,pàn,judge,s,
836,判,pàn,judge,t,
837,源,yuán,"(=来源 láiyuán) source, origin",s,
837,源,yuán,"(=来源 láiyuán) source, origin",t,
838,亿,yì,100 million,s,
838,億,yì,100 million,t,
839,素,sù,"plain, white, vegetarian",s,
839,素,sù,"plain, white, vegetarian",t,
840,船,chuán,"boat, ship",s,
840,船,chuán,"boat, ship",t,
841,继,jì,(=继续 jìxù) continue,s,
841,繼,jì,(=继续 jìxù) continue,t,
842,尚,shàng,esteem,s,
842,尚,shàng,esteem,t,
843,嘴,zuǐ,(嘴巴 zuǐba) mouth,s,
843,嘴,zuǐ,(嘴巴 zuǐba) mouth,t,
844,察,chá,观察 guānchá observe,s,
844,察,chá,观察 guānchá observe,t,
845,雨,yǔ,rain,s,
845,雨,yǔ,rain,t,
846,优,yōu,excellent,s,
846,優,yōu,excellent,t,
847,您,nín,<polite> you,s,
847,您,nín,<polite> you,t,
848,险,xiǎn,(危险 wēixiǎn) danger,s,
848,險,xiǎn,(危险 wēixiǎn) danger,t,
849,煙,yān,smoke,t,
849,烟,yān,"(F 煙) smoke, cigarette, mist",s,
849,烟,yān,"(F 煙) smoke, cigarette, mist",t,
849,烟,yīn,(=氤),s,
849,烟,yīn,(=氤),t,
850,阶,jiē,(=台阶) steps,s,
850,階,jiē,(=台阶) steps,t,
851,担,dān,carry on a shoulder pole,s,
851,擔,dān,carry on a shoulder pole,t,
851,担,dàn,"two buckets full, 50 kg.",s,
851,擔,dàn,"two buckets full, 50 kg.",t,
852,散,sàn,"break up, distribute, dispel",s,
852,散,sàn,"break up, distribute, dispel",t,
852,散,sǎn,"fall apart, scattered",s,
852,散,sǎn,"fall apart, scattered",t,
853,闆,bǎn,老板 lǎobǎn shopkeeper,t,
853,板,bǎn,"board, hard, (F 闆) 老板 lǎobǎn shopkeeper, proprietor, boss",s,
853,板,bǎn,"board, hard, proprietor, boss",t,
854,鐘,zhōng,bell,t,
854,钟,zhōng,"(F 鐘) bell, clock",s,
854,钟,zhōng,"(F 鐘) bell, clock",t,
854,鍾,zhōng,钟爱 zhōng'ài dote on,t,
855,访,fǎng,(=访问 fǎngwèn) visit,s,
855,訪,fǎng,(=访问 fǎngwèn) visit,t,
856,妹,mèi,(妹妹 mèimei) little sister,s,
856,妹,mèi,(妹妹 mèimei) little sister,t,
857,伸,shēn,stretch,s,
857,伸,shēn,stretch,t,
858,佛,Fó,Buddha,s,
858,佛,Fó,Buddha,t,
859,限,xiàn,"limit, bounds",s,
859,限,xiàn,"limit, bounds",t,
860,讨,tǎo,(=讨论 tǎolùn) discuss,s,
860,討,tǎo,(=讨论 tǎolùn) discuss,t,
861,临,lín,"overlook, be adjacent to",s,
861,臨,lín,"overlook, be adjacent to",t,
862,吴,Wú,"<family name>, Wu Kingdom (222-280)",s,
862,吳,Wú,"<family name>, Wu Kingdom (222-280)",t,
863,摇,yáo,shake,s,
863,搖,yáo,shake,t,
864,跳,tiào,jump,s,
864,跳,tiào,jump,t,
865,曲,qū,(=弯曲 wānqū) curved,s,
865,曲,qū,(=弯曲 wānqū) curved,t,
865,曲,qǔ,melody,s,
865,曲,qǔ,melody,t,
866,练,liàn,"white silk, (=练习 liànxí) practice",s,
866,練,liàn,"white silk, (=练习 liànxí) practice",t,
867,构,gòu,结构 jiégòu structure,s,
867,構,gòu,结构 jiégòu structure,t,
868,玩,wán,play,s,
868,玩,wán,play,t,
869,玉,yù,(玉石 yùshí) jade,s,
869,玉,yù,(玉石 yùshí) jade,t,
870,犯,fàn,violate,s,
870,犯,fàn,violate,t,
871,厂,chǎng,(=工厂 gōngchǎng) factory,s,
871,廠,chǎng,(=工厂 gōngchǎng) factory,t,
872,肯,kěn,"be willing to, consent",s,
872,肯,kěn,"be willing to, consent",t,
873,协,xié,协作 xiézuò cooperate,s,
873,協,xié,协作 xiézuò cooperate,t,
874,幸,xìng,"good fortune, luck",s,
874,幸,xìng,"good fortune, luck",t,
875,挥,huī,"wave, wield",s,
875,揮,huī,"wave, wield",t,
875,挥,huī,command an army,s,
875,揮,huī,command an army,t,
876,效,xiào,"(=效果 xiàoguǒ) effect, result",s,
876,效,xiào,"(=效果 xiàoguǒ) effect, result",t,
877,齐,qí,整齐 zhěngqí neat,s,
877,齊,qí,整齐 zhěngqí neat,t,
877,齐,zhāi,(=斋),s,
877,齊,zhāi,(=斋),t,
877,齐,zī,(=粢),s,
877,齊,zī,(=粢),t,
878,封,fēng,to seal,s,
878,封,fēng,to seal,t,
879,温,wēn,(=温暖 wēnnuǎn) warm,s,
879,溫,wēn,(=温暖 wēnnuǎn) warm,t,
880,疑,yí,"(怀疑 huáiyí) doubt, suspect",s,
880,疑,yí,"(怀疑 huáiyí) doubt, suspect",t,
881,肉,ròu,"flesh, meat",s,
881,肉,ròu,"flesh, meat",t,
882,攻,gōng,"(=进攻 jìngōng, =攻击 gōngjī) attack",s,
882,攻,gōng,"(=进攻 jìngōng, =攻击 gōngjī) attack",t,
883,纸,zhǐ,paper,s,
883,紙,zhǐ,paper,t,
884,策,cè,plan,s,
884,策,cè,plan,t,
885,充,chōng,fill,s,
885,充,chōng,fill,t,
886,顶,dǐng,"top, <classifier for hats etc.>",s,
886,頂,dǐng,"top, <classifier for hats etc.>",t,
887,寻,xún,(=寻找 xúnzhǎo) seek,s,
887,尋,xún,(=寻找 xúnzhǎo) seek,t,
888,宁,nìng,"(=宁愿 nìngyuàn, 宁可 jìngkě) prefer, rather",s,
888,寧,nìng,"(=宁愿 nìngyuàn, 宁可 jìngkě) prefer, rather",t,
889,沙,shā,sand,s,
889,沙,shā,sand,t,
890,防,fáng,"embankment, guard, protect, anti-",s,
890,防,fáng,"embankment, guard, protect, anti-",t,
891,抓,zhuā,"grab, seize, arrest, attract, scratch",s,
891,抓,zhuā,"grab, seize, arrest, attract, scratch",t,
892,例,lì,(=例子 lìzi) example,s,
892,例,lì,(=例子 lìzi) example,t,
893,股,gǔ,"thigh, section",s,
893,股,gǔ,"thigh, section",t,
894,卖,mài,sell,s,
894,賣,mài,sell,t,
895,顺,shùn,"along, in the same direction as, obey, suitable",s,
895,順,shùn,"along, in the same direction as, obey, suitable",t,
896,警,jǐng,警察 jǐngchá police,s,
896,警,jǐng,警察 jǐngchá police,t,
897,梦,mèng,dream,s,
897,夢,mèng,dream,t,
898,剧,jù,"drama, play, opera",s,
898,劇,jù,"drama, play, opera",t,
899,善,shàn,good,s,
899,善,shàn,good,t,
900,蒙,méng,"to cover, ignorant",s,
900,蒙,méng,"to cover, ignorant",t,
900,蒙,mēng,cheat,s,
900,蒙,mēng,cheat,t,
901,票,piào,ticket,s,
901,票,piào,ticket,t,
902,良,liáng,"(优良 yōuliáng, 良好) good",s,
902,良,liáng,"(优良 yōuliáng, 良好) good",t,
903,范,fàn,<family name>,s,
903,范,fàn,<family name>,t,
903,範,fàn,范围 fànwéi scope,t,
904,坚,jiān,"hard, solid, firmly",s,
904,堅,jiān,"hard, solid, firmly",t,
905,端,duān,"hold sth. level with both hands, extremity, end",s,
905,端,duān,"hold sth. level with both hands, extremity, end",t,
906,靠,kào,"lean on, rely on, keep close to, come up to, near",s,
906,靠,kào,"lean on, rely on, keep close to, come up to, near",t,
907,杂,zá,mixed,s,
907,雜,zá,mixed,t,
908,贵,guì,"expensive, valuable",s,
908,貴,guì,"expensive, valuable",t,
909,怒,nù,"anger, rage",s,
909,怒,nù,"anger, rage",t,
910,稿,gǎo,"stalk of grain, draft, sketch, manuscript",s,
910,稿,gǎo,"stalk of grain, draft, sketch, manuscript",t,
911,拍,pāi,"clap, paddle",s,
911,拍,pāi,"clap, paddle",t,
912,率,lǜ,"rate, proportion",s,
912,率,lǜ,"rate, proportion",t,
913,旧,jiù,"old (not new) (compare with 老 lǎo old, not young",s,
913,舊,jiù,"old (not new) (compare with 老 lǎo old, not young",t,
913,旧,jiù,新 xīn new),s,
913,舊,jiù,新 xīn new),t,
914,掉,diào,"drop, fall",s,
914,掉,diào,"drop, fall",t,
915,啦,la,"corresponding to 了 le plus 啊 a, <interjection indicating excitement/doubt>",s,
915,啦,la,"corresponding to 了 le plus 啊 a, <interjection indicating excitement/doubt>",t,
916,莫,mò,nothing,s,
916,莫,mò,nothing,t,
916,莫,mò,not,s,
916,莫,mò,not,t,
917,授,shòu,"award, give",s,
917,授,shòu,"award, give",t,
917,授,shòu,teach,s,
917,授,shòu,teach,t,
918,守,shǒu,guard,s,
918,守,shǒu,guard,t,
919,油,yóu,oil,s,
919,油,yóu,oil,t,
920,恩,ēn,kindness,s,
920,恩,ēn,kindness,t,
921,积,jī,accumulate,s,
921,積,jī,accumulate,t,
922,益,yì,"(=利益 lìyì) advantage, profìt",s,
922,益,yì,"(=利益 lìyì) advantage, profìt",t,
923,县,xiàn,county,s,
923,縣,xiàn,county,t,
924,哭,kū,"cry, weep",s,
924,哭,kū,"cry, weep",t,
925,罢,bà,stop,s,
925,罷,bà,stop,t,
925,罢,pí,"(=疲) tired, weary, exhausted",s,
925,罷,pí,"(=疲) tired, weary, exhausted",t,
926,庭,tíng,家庭 jiātíng family,s,
926,庭,tíng,家庭 jiātíng family,t,
927,窗,chuāng,"(=窗户 chuānghu, =窗口 chuāngkǒu) window",s,
927,窗,chuāng,"(=窗户 chuānghu, =窗口 chuāngkǒu) window",t,
928,扬,yáng,raise,s,
928,揚,yáng,raise,t,
929,忘,wàng,(=忘记 wàngjì) forget,s,
929,忘,wàng,(=忘记 wàngjì) forget,t,
930,午,wǔ,中午 noon,s,
930,午,wǔ,中午 noon,t,
931,卡,kǎ,"block, calory, card",s,
931,卡,kǎ,"block, calory, card",t,
931,卡,qiǎ,checkpoint,s,
931,卡,qiǎ,checkpoint,t,
932,雪,xuě,snow,s,
932,雪,xuě,snow,t,
933,菜,cài,"vegetable, dish",s,
933,菜,cài,"vegetable, dish",t,
934,牌,pái,"tablet, brand, cards, dominoes",s,
934,牌,pái,"tablet, brand, cards, dominoes",t,
935,牛,niú,"ox, cow, bull",s,
935,牛,niú,"ox, cow, bull",t,
936,脱,tuō,take off,s,
936,脫,tuō,take off,t,
937,博,bó,"abundant, plentiful",s,
937,博,bó,"abundant, plentiful",t,
938,丈,zhàng,"10 chǐ = 3 1/3 meters, to measure land, male elder relative/person",s,
938,丈,zhàng,"10 chǐ = 3 1/3 meters, to measure land, male elder relative/person",t,
939,弹,dàn,炸弹 bomb,s,
939,彈,dàn,炸弹 bomb,t,
940,洲,zhōu,continent,s,
940,洲,zhōu,continent,t,
941,松,sōng,pine tree,s,
941,松,sōng,pine tree,t,
941,鬆,sōng,loose,t,
942,壞,huài,bad,t,
942,坏,huài,(F 壞) bad,s,
942,坏,huài,(F 壞) bad,t,
942,坏,pī,(=坯),s,
942,坏,pī,(=坯),t,
943,邓,Dèng,<family name>,s,
943,鄧,Dèng,<family name>,t,
944,鲜,xiān,fresh,s,
944,鮮,xiān,fresh,t,
944,鲜,xiǎn,"few, rare",s,
944,鮮,xiǎn,"few, rare",t,
945,短,duǎn,short (opposite of 长 cháng),s,
945,短,duǎn,short (opposite of 长 cháng),t,
946,毕,bì,毕业 bìyè graduate,s,
946,畢,bì,毕业 bìyè graduate,t,
947,置,zhì,"put, place",s,
947,置,zhì,"put, place",t,
948,楚,chu,清楚 qīngchu clear,s,
948,楚,chu,清楚 qīngchu clear,t,
949,欧,ōu,欧洲 ?uzhōu Europe,s,
949,歐,ōu,欧洲 ?uzhōu Europe,t,
950,略,lüè,"brief, slight",s,
950,略,lüè,"brief, slight",t,
951,智,zhì,智慧 zhìhuì wisdom,s,
951,智,zhì,智慧 zhìhuì wisdom,t,
952,岛,dǎo,island,s,
952,島,dǎo,island,t,
953,抗,kàng,(=抵抗 dǐkàng) resist,s,
953,抗,kàng,(=抵抗 dǐkàng) resist,t,
954,妻,qī,(=妻子 qīzi) wife,s,
954,妻,qī,(=妻子 qīzi) wife,t,
955,抱,bào,"hug, embrace",s,
955,抱,bào,"hug, embrace",t,
956,载,zài,"carry, be loaded with",s,
956,載,zài,"carry, be loaded with",t,
957,败,bài,"(失败 shībài) lose, be defeated",s,
957,敗,bài,"(失败 shībài) lose, be defeated",t,
958,枪,qiāng,gun,s,
958,槍,qiāng,gun,t,
959,适,shì,"合适 héshì suitable, appropriate",s,
959,適,shì,"合适 héshì suitable, appropriate",t,
960,虚,xū,"empty, void",s,
960,虛,xū,"empty, void",t,
961,预,yù,预备 prepare,s,
961,預,yù,预备 prepare,t,
962,睛,jīng,eye,s,
962,睛,jīng,eye,t,
963,刺,cì,"thorn, prick, stab, irritate, (=刺杀 cìshā) assassinate",s,
963,刺,cì,"thorn, prick, stab, irritate, (=刺杀 cìshā) assassinate",t,
963,刺,cī,wham,s,
963,刺,cī,wham,t,
964,爹,diē,dad,s,
964,爹,diē,dad,t,
965,纷,fēn,纷纷 one after another,s,
965,紛,fēn,纷纷 one after another,t,
966,介,jiè,介绍 jièshào introduce,s,
966,介,jiè,介绍 jièshào introduce,t,
967,括,kuò,包括 bāokuò include,s,
967,括,kuò,包括 bāokuò include,t,
968,销,xiāo,"melt (metal), remove, sell",s,
968,銷,xiāo,"melt (metal), remove, sell",t,
969,降,jiàng,"fall, descend",s,
969,降,jiàng,"fall, descend",t,
970,鱼,yú,fish,s,
970,魚,yú,fish,t,
971,奔,bēn,"run fast, flee",s,
971,奔,bēn,"run fast, flee",t,
971,奔,bèn,go straight towards,s,
971,奔,bèn,go straight towards,t,
972,忍,rěn,"endure, tolerate",s,
972,忍,rěn,"endure, tolerate",t,
973,宗,zōng,"ancestor, clan, faction",s,
973,宗,zōng,"ancestor, clan, faction",t,
974,盘,pán,"disk, tray",s,
974,盤,pán,"disk, tray",t,
975,耳,ěr,(=耳朵 ěrduo) ear,s,
975,耳,ěr,(=耳朵 ěrduo) ear,t,
976,野,yě,wild,s,
976,野,yě,wild,t,
977,讯,xùn,interrogate,s,
977,訊,xùn,interrogate,t,
978,配,pèi,"match, deserve",s,
978,配,pèi,"match, deserve",t,
979,禁,jìn,(禁止 jìnzhǐ) prohibit,s,
979,禁,jìn,(禁止 jìnzhǐ) prohibit,t,
979,禁,jīn,endure,s,
979,禁,jīn,endure,t,
980,索,suǒ,rope,s,
980,索,suǒ,rope,t,
981,赵,Zhào,<family name>,s,
981,趙,Zhào,<family name>,t,
982,默,mò,silent,s,
982,默,mò,silent,t,
983,徒,tú,"on foot, follower",s,
983,徒,tú,"on foot, follower",t,
984,架,jià,"frame, rack, shelf, put up, <classifier for planes, radios etc.>",s,
984,架,jià,"frame, rack, shelf, put up, <classifier for planes, radios etc.>",t,
985,灯,dēng,lamp,s,
985,燈,dēng,lamp,t,
986,峰,fēng,mountain peak,s,
986,峰,fēng,mountain peak,t,
987,状,zhuàng,"(=状态 zhuàngtài, =状况 zhuàngkuàng) condition, state of affairs",s,
987,狀,zhuàng,"(=状态 zhuàngtài, =状况 zhuàngkuàng) condition, state of affairs",t,
988,款,kuǎn,fund,s,
988,款,kuǎn,fund,t,
989,移,yí,(=移动 yídòng) move,s,
989,移,yí,(=移动 yídòng) move,t,
990,爸,bà,dad,s,
990,爸,bà,dad,t,
991,托,tuō,"hold in the palm, rely on",s,
991,托,tuō,"hold in the palm, rely on",t,
992,洪,hóng,"(=洪水 hóngshuǐ) flood, vast, <family name>",s,
992,洪,hóng,"(=洪水 hóngshuǐ) flood, vast, <family name>",t,
993,升,shēng,"liter, rise, ascend",s,
993,升,shēng,"liter, rise, ascend",t,
994,伙,huǒ,"<classifier for groups, crowds, bands etc.>, group of people. (=伙伴 huǒbàn) partner",s,
994,伙,huǒ,"<classifier for groups, crowds, bands etc.>, group of people. (=伙伴 huǒbàn) partner",t,
995,订,dìng,conclude (compare with 定 dìng decide),s,
995,訂,dìng,conclude (compare with 定 dìng decide),t,
996,毫,háo,"long fine hair, milli-",s,
996,毫,háo,"long fine hair, milli-",t,
997,狐,hú,狐狸 húli fox,s,
997,狐,hú,狐狸 húli fox,t,
998,镇,zhèn,"town, press down, calm, cool",s,
998,鎮,zhèn,"town, press down, calm, cool",t,
999,床,chuáng,bed,s,
999,床,chuáng,bed,t,
1000,互,hù,互相 hùxiāng each other,s,
1000,互,hù,互相 hùxiāng each other,t,
1001,套,tào,"set, cover",s,
1001,套,tào,"set, cover",t,
1002,旅,lǚ,(=旅行 lǚxíng) travel,s,
1002,旅,lǚ,(=旅行 lǚxíng) travel,t,
1003,逃,táo,"(逃跑 táopǎo) escape, flee",s,
1003,逃,táo,"(逃跑 táopǎo) escape, flee",t,
1004,骂,mà,curse,s,
1004,罵,mà,curse,t,
1005,输,shū,"transport, lose (compare with 赢 yíng win)",s,
1005,輸,shū,"transport, lose (compare with 赢 yíng win)",t,
1006,唱,chàng,sing,s,
1006,唱,chàng,sing,t,
1007,靖,jìng,"绥靖 suíjìng pacify, appease",s,
1007,靖,jìng,"绥靖 suíjìng pacify, appease",t,
1008,秘,mì,秘密 mìmì secret,s,
1008,秘,mì,秘密 mìmì secret,t,
1009,词,cí,word,s,
1009,詞,cí,word,t,
1010,睏,kùn,tired,t,
1010,困,kùn,"(=困难 kùnnán) difficult, (F 睏) tired",s,
1010,困,kùn,(=困难 kùnnán) difficult,t,
1011,泪,lèi,"(眼泪, 泪水) tear",s,
1011,淚,lèi,"(眼泪, 泪水) tear",t,
1012,熟,shú,"cooked, ripe, familiar",s,
1012,熟,shú,"cooked, ripe, familiar",t,
1012,熟,shóu,<colloquial variant>,s,
1012,熟,shóu,<colloquial variant>,t,
1013,财,cái,wealth,s,
1013,財,cái,wealth,t,
1014,鬼,guǐ,ghost,s,
1014,鬼,guǐ,ghost,t,
1015,骨,gǔ,(骨头 gǔtou) bone,s,
1015,骨,gǔ,(骨头 gǔtou) bone,t,
1016,申,shēn,explain{Compare with 甲 jiǎ helmet and 由 yóu from},s,
1016,申,shēn,explain{Compare with 甲 jiǎ helmet and 由 yóu from},t,
1017,欲,yù,"desire, wish",s,
1017,欲,yù,"desire, wish",t,
1018,征,zhēng,journey,s,
1018,征,zhēng,journey,t,
1018,徵,zhēng,evidence,t,
1019,私,sī,"(私人) personal, (=私有 sīyǒu) privately owned, be private, (=自私 zìsī) selfish",s,
1019,私,sī,"(私人) personal, (=私有 sīyǒu) privately owned, be private, (=自私 zìsī) selfish",t,
1020,舞,wǔ,(跳舞 tiàowǔ) dance,s,
1020,舞,wǔ,(跳舞 tiàowǔ) dance,t,
1021,秋,qiū,"autumn, fall",s,
1021,秋,qiū,"autumn, fall",t,
1022,巨,jù,"(=巨大 jùdà) huge, gigantic",s,
1022,巨,jù,"(=巨大 jùdà) huge, gigantic",t,
1023,迎,yíng,(欢迎 huānyíng) welcome,s,
1023,迎,yíng,(欢迎 huānyíng) welcome,t,
1024,秀,xiù,优秀 yōuxiù excellent,s,
1024,秀,xiù,优秀 yōuxiù excellent,t,
1025,搞,gǎo,do,s,
1025,搞,gǎo,do,t,
1026,丁,dīng,"4th in a series, cubes (in food preparation), <family name>",s,
1026,丁,dīng,"4th in a series, cubes (in food preparation), <family name>",t,
1027,吸,xī,inhale,s,
1027,吸,xī,inhale,t,
1028,审,shěn,审判 shěnpàn bring to trial,s,
1028,審,shěn,审判 shěnpàn bring to trial,t,
1029,遍,biàn,"all over, everywhere",s,
1029,遍,biàn,"all over, everywhere",t,
1030,墙,qiáng,(=墙壁 qiángbì) wall,s,
1030,牆,qiáng,(=墙壁 qiángbì) wall,t,
1031,朱,zhū,"vermilion, bright red",s,
1031,朱,zhū,"vermilion, bright red",t,
1032,圣,shèng,holy,s,
1032,聖,shèng,holy,t,
1033,避,bì,(避免 bìmiǎn) avoid,s,
1033,避,bì,(避免 bìmiǎn) avoid,t,
1034,跃,yuè,leap,s,
1034,躍,yuè,leap,t,
1035,忌,jì,"envy, avoid, quit",s,
1035,忌,jì,"envy, avoid, quit",t,
1036,桌,zhuō,table,s,
1036,桌,zhuō,table,t,
1037,执,zhí,hold in hand,s,
1037,執,zhí,hold in hand,t,
1038,悲,bēi,悲哀 grieved,s,
1038,悲,bēi,悲哀 grieved,t,
1039,域,yù,(math:) field,s,
1039,域,yù,(math:) field,t,
1040,晓,xiǎo,dawn,s,
1040,曉,xiǎo,dawn,t,
1041,弄,nòng,do,s,
1041,弄,nòng,do,t,
1042,亡,wáng,"flee, lose, die",s,
1042,亡,wáng,"flee, lose, die",t,
1043,桥,qiáo,bridge,s,
1043,橋,qiáo,bridge,t,
1044,辈,bèi,generation,s,
1044,輩,bèi,generation,t,
1045,闪,shǎn,"(闪开) get out of the way, flash",s,
1045,閃,shǎn,"(闪开) get out of the way, flash",t,
1046,隐,yǐn,hidden,s,
1046,隱,yǐn,hidden,t,
1047,劲,jìn,"strength, energy, spirit",s,
1047,勁,jìn,"strength, energy, spirit",t,
1048,闹,nào,(热闹) noisy,s,
1048,鬧,nào,(热闹) noisy,t,
1049,恐,kǒng,(=恐怕 kǒngpà) I'm afraid,s,
1049,恐,kǒng,(=恐怕 kǒngpà) I'm afraid,t,
1050,呀,ya,<sentence final particle like 啊 a>,s,
1050,呀,ya,<sentence final particle like 啊 a>,t,
1050,呀,yā,"ah, oh",s,
1050,呀,yā,"ah, oh",t,
1051,付,fù,pay,s,
1051,付,fù,pay,t,
1052,敬,jìng,(尊敬 zūnjìng) respect,s,
1052,敬,jìng,(尊敬 zūnjìng) respect,t,
1053,监,jiān,监狱 prison,s,
1053,監,jiān,监狱 prison,t,
1053,监,jiàn,eunuch,s,
1053,監,jiàn,eunuch,t,
1054,厅,tīng,hall,s,
1054,廳,tīng,hall,t,
1055,库,kù,warehouse,s,
1055,庫,kù,warehouse,t,
1056,震,zhèn,"shake, shock",s,
1056,震,zhèn,"shake, shock",t,
1057,材,cái,(=材料 cáiliào) material,s,
1057,材,cái,(=材料 cáiliào) material,t,
